emp_no,last_name,gender,salary,to_date
63675,Heijenga,M,40000,9999-01-01
63679,Beidas,M,55496,9999-01-01
63681,Zucker,F,53904,9999-01-01
63688,Spieker,F,53142,9999-01-01
63693,Zultner,M,40000,9999-01-01
63707,Segond,F,41679,9999-01-01
63728,Steenbeek,F,40000,9999-01-01
63738,Ohori,F,46383,9999-01-01
63740,Lenart,F,40624,9999-01-01
63743,Muntz,F,55294,9999-01-01
63744,Mitchem,M,47300,9999-01-01
63778,Sudkamp,F,40000,9999-01-01
63789,Sgarro,F,40000,9999-01-01
63801,Roccetti,F,40928,9999-01-01
63910,Mawatari,F,40000,9999-01-01
64026,VanScheik,M,76415,9999-01-01
63922,Gischer,M,41263,9999-01-01
64043,Luiz,M,40000,9999-01-01
63934,Hedayat,F,51743,9999-01-01
64052,Stroustrup,M,50377,9999-01-01
64054,Ratnakar,F,49538,9999-01-01
63935,Deyuan,M,40000,9999-01-01
63984,Gerteisen,F,40000,9999-01-01
64084,Toyoshima,F,47225,9999-01-01
64090,Gecseg,M,57737,9999-01-01
64093,Nishimukai,F,64988,9999-01-01
64106,Krone,F,62005,9999-01-01
64111,Sherertz,F,40000,9999-01-01
64119,Brizzi,M,46002,9999-01-01
64130,Merro,F,48261,9999-01-01
63987,Hockney,F,40000,9999-01-01
64136,Lamba,F,60921,9999-01-01
64138,Fetvedt,F,83342,9999-01-01
63992,Cools,M,40000,9999-01-01
64147,Sevcikova,F,40000,9999-01-01
63997,Rosti,F,56303,9999-01-01
64150,Ghandeharizadeh,M,56353,9999-01-01
64151,Alameldin,M,58265,9999-01-01
64158,Fujisawa,F,71989,9999-01-01
64226,Mersereau,F,78875,9999-01-01
64179,Szemeredi,M,56288,9999-01-01
64200,Bojadziev,F,40000,9999-01-01
64240,Hoppenstand,F,40000,9999-01-01
64241,Gilg,M,40000,9999-01-01
64243,Maraist,M,42959,9999-01-01
64392,Bernatsky,F,40000,9999-01-01
64398,Perna,F,71024,9999-01-01
64268,Qiwen,M,56096,9999-01-01
64400,Brendel,F,40000,9999-01-01
64401,Swiss,M,55668,9999-01-01
64272,Vesna,M,74493,9999-01-01
64288,Siochi,M,46775,9999-01-01
64450,Raney,F,60474,9999-01-01
64290,Merro,M,78273,9999-01-01
64477,Belinskaya,M,40000,9999-01-01
64298,Lupu,M,40000,9999-01-01
64488,Kandlur,M,54694,9999-01-01
64495,Bazelow,M,42062,9999-01-01
64302,Sgarro,M,56971,9999-01-01
64503,Kornatzky,M,62147,9999-01-01
64310,Kossowski,M,40000,9999-01-01
64510,Radwan,F,57060,9999-01-01
64519,Eickenmeyer,M,73584,9999-01-01
64313,Schlegelmilch,F,59704,9999-01-01
64526,Uehara,F,68260,9999-01-01
64316,Pesch,F,40000,9999-01-01
64535,Georgatos,M,40407,9999-01-01
64536,Jiang,M,53303,9999-01-01
64320,Petereit,F,42729,9999-01-01
64335,Thummel,F,40449,9999-01-01
64556,Fritzsche,F,40000,9999-01-01
64572,Roccetti,M,40000,9999-01-01
64344,Karnin,M,44886,9999-01-01
64575,Sridhar,M,70816,9999-01-01
64359,Farrar,F,40000,9999-01-01
64377,Couchot,M,40000,9999-01-01
64581,Reghbati,M,63907,9999-01-01
64761,Fujisaki,F,48160,9999-01-01
64593,Kriebel,F,54338,9999-01-01
64598,Kavanagh,M,65815,9999-01-01
64599,Gubsky,M,44662,9999-01-01
64616,Zirintsis,M,49863,9999-01-01
64625,Boissier,F,43437,9999-01-01
64774,Kroft,M,40000,9999-01-01
64782,Sommer,M,42918,9999-01-01
64655,Nilsson,F,54110,9999-01-01
64657,Duclos,M,60000,9999-01-01
64783,Ramsey,M,61534,9999-01-01
64784,Boreale,M,40000,9999-01-01
64785,Miyakawa,M,44638,9999-01-01
64794,Jiang,F,57686,9999-01-01
64689,Jakobus,M,45524,9999-01-01
64796,Auria,M,66457,9999-01-01
64690,Siochi,M,53661,9999-01-01
64692,Ermel,M,43722,9999-01-01
64832,Emmerich,M,66423,9999-01-01
64703,Fiebach,M,47643,9999-01-01
64707,Chachaty,F,51361,9999-01-01
64728,Hedayat,M,43564,9999-01-01
64731,Rosay,M,40000,9999-01-01
64837,Petereit,F,58887,9999-01-01
64855,Hiltgen,M,50041,9999-01-01
64753,Swan,F,40000,9999-01-01
64755,Shackel,F,59789,9999-01-01
64862,Dulli,F,49360,9999-01-01
64872,Thibadeau,M,40000,9999-01-01
64889,Pauthner,M,64245,9999-01-01
64955,Karner,M,49158,9999-01-01
64893,Billawala,F,65346,9999-01-01
64960,Gonthier,M,63785,9999-01-01
64904,Aloia,F,41045,9999-01-01
64969,Kawashima,F,40000,9999-01-01
64974,Penn,M,40000,9999-01-01
64916,Hmelo,M,65245,9999-01-01
64991,Legleitner,M,40000,9999-01-01
65001,Hardjono,F,52698,9999-01-01
65004,Tiemann,M,40000,9999-01-01
64917,Litecky,M,40000,9999-01-01
64933,Mungall,M,68525,9999-01-01
65014,Narahara,M,58200,9999-01-01
65028,Businaro,M,89389,9999-01-01
65029,Kaltofen,M,40000,9999-01-01
64941,Hockney,M,40000,9999-01-01
65045,Koshiba,M,44054,9999-01-01
65131,Akiyama,M,101208,9999-01-01
65049,Kropf,F,57706,9999-01-01
65056,Haldar,F,49893,9999-01-01
65061,Flowers,F,40000,9999-01-01
65136,Undy,M,60130,9999-01-01
65084,Bhattacharjee,F,40000,9999-01-01
65144,Deyuan,M,63968,9999-01-01
65097,Meszaros,M,79554,9999-01-01
65162,Peot,M,40000,9999-01-01
65102,Delgrange,F,40000,9999-01-01
65106,Hartvigsen,F,40000,9999-01-01
65108,Lunn,F,40000,9999-01-01
65113,Brender,M,52175,9999-01-01
65167,Borovoy,M,65330,9999-01-01
65173,Binkley,F,75674,9999-01-01
65199,Spataro,M,78239,9999-01-01
65215,Garnham,M,57902,9999-01-01
65216,Leuchs,M,40000,9999-01-01
65217,Leijenhorst,M,41061,9999-01-01
65222,Zaumen,F,69503,9999-01-01
65316,Papastamatiou,M,40000,9999-01-01
65240,Kabayashi,F,40000,9999-01-01
65243,Chinen,M,55547,9999-01-01
65358,Cooley,M,40000,9999-01-01
65248,Felcyn,M,40000,9999-01-01
65366,Lindenbaum,M,40000,9999-01-01
65367,Heyers,M,54705,9999-01-01
65259,Luef,M,40000,9999-01-01
65368,Ladret,M,40000,9999-01-01
65372,Lenart,M,72587,9999-01-01
65280,Aloia,M,79785,9999-01-01
65387,Muchinsky,F,40537,9999-01-01
65390,Bail,M,46759,9999-01-01
65392,Aseltine,F,68719,9999-01-01
65393,Lubachevsky,M,40000,9999-01-01
65394,Lamma,M,80932,9999-01-01
65417,Karnin,M,40000,9999-01-01
65428,Luby,M,82991,9999-01-01
65431,Streit,F,58976,9999-01-01
65443,Bresenham,M,40000,9999-01-01
65448,Benzaken,M,80004,9999-01-01
65449,Steenbeek,M,54114,9999-01-01
65458,Domenig,M,53712,9999-01-01
65466,Lagarias,F,49422,9999-01-01
65467,Perng,M,63543,9999-01-01
65486,Cincotta,F,40000,9999-01-01
65487,Cools,M,54436,9999-01-01
65490,Wixon,F,52904,9999-01-01
65493,Cummings,M,57217,9999-01-01
65494,Yoshizawa,F,54472,9999-01-01
65498,Garrabrants,M,54401,9999-01-01
65502,Junot,F,40000,9999-01-01
65506,Khalil,M,49945,9999-01-01
65510,Brodie,M,52862,9999-01-01
65513,Fandrianto,F,40000,9999-01-01
65515,Teitelbaum,F,58807,9999-01-01
65290,Wielonsky,M,60156,9999-01-01
65517,Ducloy,F,40000,9999-01-01
65533,Mawatari,M,40000,9999-01-01
65308,Pocchiola,M,40000,9999-01-01
65538,Plesums,F,40000,9999-01-01
65543,Verhoeff,M,40000,9999-01-01
65551,Nittel,F,40000,9999-01-01
65559,Nishimukai,F,65401,9999-01-01
65311,Assaf,M,58664,9999-01-01
65568,Ventosa,M,44039,9999-01-01
65569,Picci,M,53205,9999-01-01
65702,Nergos,M,40000,9999-01-01
65572,Bernardeschi,M,43575,9999-01-01
65579,Orsini,M,55323,9999-01-01
65591,Riesenhuber,M,75201,9999-01-01
65594,Sadowski,F,40000,9999-01-01
65595,Fujisaki,F,51388,9999-01-01
65599,Sethi,M,61010,9999-01-01
65605,Matzen,M,44011,9999-01-01
65706,Munck,M,40000,9999-01-01
65611,Danecki,M,50031,9999-01-01
65612,Senzako,F,49017,9999-01-01
65711,Kalloufi,F,46032,9999-01-01
65619,Rosch,M,40705,9999-01-01
65715,Gniady,M,47221,9999-01-01
65721,Snedden,F,56679,9999-01-01
65641,Winter,M,40000,9999-01-01
65727,Ranst,M,50282,9999-01-01
65657,Seiwald,M,74120,9999-01-01
65663,Leppanen,M,50166,9999-01-01
65738,Marrakchi,F,40000,9999-01-01
65669,Muhlberg,F,51364,9999-01-01
65674,Sadowski,M,64477,9999-01-01
65746,Chiola,M,72739,9999-01-01
65748,Gimarc,M,46636,9999-01-01
65752,Schreiter,M,43286,9999-01-01
65760,Morrey,F,49196,9999-01-01
65791,Raczkowsky,M,40000,9999-01-01
65876,Vieth,M,74425,9999-01-01
65894,Haraldson,F,99265,9999-01-01
65793,Cummings,F,49418,9999-01-01
65899,Ranta,F,49908,9999-01-01
65801,Munch,F,40000,9999-01-01
65803,Michaeli,M,40000,9999-01-01
65804,Driscoll,M,40000,9999-01-01
65806,Ellozy,M,40000,9999-01-01
65807,Ranze,M,46313,9999-01-01
65952,Vesna,F,72706,9999-01-01
65832,Lamba,M,70859,9999-01-01
65958,Bierman,M,60448,9999-01-01
65966,Macedo,M,93229,9999-01-01
65974,Schicker,M,64809,9999-01-01
65978,Chaudhuri,M,49877,9999-01-01
65981,Bharadwaj,M,40000,9999-01-01
65834,Marletta,F,40000,9999-01-01
65835,Beetstra,M,85629,9999-01-01
65840,Magalhaes,F,43394,9999-01-01
65842,Paludetto,M,67655,9999-01-01
66019,Rosis,F,56619,9999-01-01
65858,Awdeh,M,40189,9999-01-01
66039,Georgatos,M,75671,9999-01-01
65868,Cools,F,51306,9999-01-01
65869,Nittel,M,45163,9999-01-01
66247,Mitina,F,40000,9999-01-01
66254,Mahnke,F,69979,9999-01-01
66062,Ranta,F,55543,9999-01-01
66258,Schonegge,M,40000,9999-01-01
66067,Domenig,M,68695,9999-01-01
66073,Marrevee,M,54058,9999-01-01
66289,Keohane,F,75519,9999-01-01
66086,Salvesen,M,57240,9999-01-01
66291,Ouhyoung,F,47774,9999-01-01
66120,Pusterhofer,F,50066,9999-01-01
66123,Comte,M,47981,9999-01-01
66126,Schneeberger,F,64596,9999-01-01
66293,Stroustrup,M,40000,9999-01-01
66131,Vuskovic,F,57171,9999-01-01
66296,Iivonen,F,49732,9999-01-01
66145,Ashish,F,40000,9999-01-01
66314,Sluis,M,40000,9999-01-01
66159,Jervis,F,54699,9999-01-01
66170,Ohori,F,81664,9999-01-01
66336,Sidje,M,41301,9999-01-01
66183,Frijda,F,40000,9999-01-01
66198,Edelhoff,M,40000,9999-01-01
66351,Bierbaum,F,49817,9999-01-01
66202,Giveon,M,51614,9999-01-01
66205,Argence,M,55476,9999-01-01
66217,Karner,F,75004,9999-01-01
66356,Coorg,F,69641,9999-01-01
66218,Gulak,M,40000,9999-01-01
66223,Rattan,M,43593,9999-01-01
66225,Stifter,M,61054,9999-01-01
66226,Baba,M,60584,9999-01-01
66361,Boudaillier,F,45648,9999-01-01
66229,Mayerwieser,F,75284,9999-01-01
66231,Keohane,F,43199,9999-01-01
66364,Picco,F,54518,9999-01-01
66374,Thambidurai,F,78924,9999-01-01
66376,Antonisse,F,53900,9999-01-01
66380,Furudate,M,40000,9999-01-01
66383,Marsiglia,F,40000,9999-01-01
66419,Perna,F,40000,9999-01-01
66434,Mungall,M,40000,9999-01-01
66435,Braunschweig,M,40521,9999-01-01
66445,Zykh,M,82921,9999-01-01
66447,Conia,M,45183,9999-01-01
66455,Puppo,M,70674,9999-01-01
66460,Antonisse,M,40000,9999-01-01
66425,Eppinger,F,57825,9999-01-01
66467,Erdmenger,M,40000,9999-01-01
66625,Jeong,F,40000,9999-01-01
66475,Birsak,M,40000,9999-01-01
66477,Borstler,M,54869,9999-01-01
66480,Tempesti,M,49021,9999-01-01
66481,McClurg,M,56223,9999-01-01
66485,Morrey,F,40000,9999-01-01
66486,Ghelli,M,49737,9999-01-01
66502,Ducloy,F,40000,9999-01-01
66646,Erman,M,50529,9999-01-01
66516,Crouzet,M,40000,9999-01-01
66519,Selenyi,M,62188,9999-01-01
66520,Bakhtari,M,40000,9999-01-01
66521,Krychniak,F,40000,9999-01-01
66526,Casley,F,40000,9999-01-01
66647,Leppanen,F,40000,9999-01-01
66536,Malinowski,M,45280,9999-01-01
66650,Lanzelotte,F,47301,9999-01-01
66655,Castellani,F,40000,9999-01-01
66552,Erva,F,40000,9999-01-01
66556,Remmele,M,57942,9999-01-01
66560,Lammel,F,42133,9999-01-01
66565,Perez,M,40000,9999-01-01
66577,Reutenauer,M,40000,9999-01-01
66588,Itschner,F,66371,9999-01-01
66589,Yurov,M,64957,9999-01-01
66597,Krychniak,F,40000,9999-01-01
66603,Mamelak,F,40000,9999-01-01
66604,Hiroyama,F,40000,9999-01-01
66605,Suermann,F,78878,9999-01-01
66801,Orlowska,F,43258,9999-01-01
66802,Karlin,M,40696,9999-01-01
66828,Narahara,M,62909,9999-01-01
66837,Daescu,M,73611,9999-01-01
66848,Brickell,F,40000,9999-01-01
66851,Lyonns,M,48823,9999-01-01
66668,Reeken,F,40000,9999-01-01
66858,Perng,M,60632,9999-01-01
66866,Sundgren,F,56785,9999-01-01
66867,Biron,M,45197,9999-01-01
66869,Worfolk,F,40000,9999-01-01
66686,Flanders,F,40000,9999-01-01
66907,Bardell,F,40000,9999-01-01
66909,Sooriamurthi,F,40000,9999-01-01
66687,Simmen,M,75962,9999-01-01
66695,Bondorf,M,44669,9999-01-01
66921,Deville,M,45905,9999-01-01
66713,Zyda,F,52499,9999-01-01
66937,Heering,M,53428,9999-01-01
66945,Kusakabe,F,74549,9999-01-01
66957,Shrader,F,40000,9999-01-01
66961,Albarhamtoshy,M,67854,9999-01-01
66716,Kermarrec,M,57224,9999-01-01
66743,Versino,F,50402,9999-01-01
66980,Osgood,M,61357,9999-01-01
66744,Puppe,M,40000,9999-01-01
66753,Ramsey,F,40000,9999-01-01
66982,Rosti,M,40000,9999-01-01
66754,Angiulli,M,40000,9999-01-01
66991,Ranum,M,51285,9999-01-01
66775,Milicia,M,47616,9999-01-01
66993,Georgakopoulos,F,50737,9999-01-01
67006,Alblas,M,40000,9999-01-01
67011,McClure,M,43853,9999-01-01
67198,Schahn,F,61371,9999-01-01
67014,Jakobus,M,59338,9999-01-01
67029,Heydon,F,50518,9999-01-01
67033,Schaaf,M,62407,9999-01-01
67046,Thebaut,F,40000,9999-01-01
67051,Pearson,M,48047,9999-01-01
67066,Perez,M,46143,9999-01-01
67076,Farris,F,40000,9999-01-01
67084,Isaak,M,59309,9999-01-01
67216,Streng,F,49235,9999-01-01
67112,Henders,F,66242,9999-01-01
67115,Bernardeschi,M,40000,9999-01-01
67227,Showalter,F,40000,9999-01-01
67135,Fendler,F,47076,9999-01-01
67138,Kaltofen,M,40000,9999-01-01
67233,Baalen,F,46571,9999-01-01
67146,Hertweck,F,84628,9999-01-01
67253,Szmurlo,M,40000,9999-01-01
67164,Bade,M,40000,9999-01-01
67165,Schapire,M,69164,9999-01-01
67272,Minakawa,M,45253,9999-01-01
67301,Danlos,M,80777,9999-01-01
67352,Awdeh,F,52072,9999-01-01
67357,Millington,F,40230,9999-01-01
67362,Cardazo,F,40000,9999-01-01
67306,Molenkamp,F,40000,9999-01-01
67366,Bratten,F,49750,9999-01-01
67367,Birch,M,77782,9999-01-01
67327,Ernst,M,40000,9999-01-01
67377,Sherertz,M,40000,9999-01-01
67379,Srimani,M,44380,9999-01-01
67381,Weedon,F,42660,9999-01-01
67395,Basart,F,40000,9999-01-01
67402,Ruemmler,M,61864,9999-01-01
67333,Ebeling,F,40963,9999-01-01
67404,Shobatake,F,45835,9999-01-01
67345,Rando,F,60971,9999-01-01
67426,Geffroy,M,40000,9999-01-01
67428,Diderrich,M,40000,9999-01-01
67537,Uludag,M,68252,9999-01-01
67438,Makinen,F,40000,9999-01-01
67450,Seiwald,M,77206,9999-01-01
67451,Stellhorn,M,46580,9999-01-01
67549,Pezzoli,F,40000,9999-01-01
67476,Kilgour,M,40000,9999-01-01
67477,Vasanthakumar,M,58087,9999-01-01
67483,Chartres,F,66835,9999-01-01
67553,Hutter,F,66416,9999-01-01
67500,Laurillard,M,53652,9999-01-01
67506,Verhoeff,M,58501,9999-01-01
67554,Bhattacharjee,M,41865,9999-01-01
67567,Delgrossi,M,53312,9999-01-01
67523,Gelosh,M,44111,9999-01-01
67526,Roisin,M,44569,9999-01-01
67529,Passino,F,45779,9999-01-01
67570,Baig,M,79607,9999-01-01
67571,Iisaka,M,40000,9999-01-01
67572,Katalagarianos,F,40000,9999-01-01
67574,Aingworth,F,40000,9999-01-01
67578,Muhlberg,M,57542,9999-01-01
67589,Lampe,M,40000,9999-01-01
67729,Molenkamp,M,40000,9999-01-01
67594,Aingworth,M,49158,9999-01-01
67740,Stifter,F,42141,9999-01-01
67741,Koblitz,F,58417,9999-01-01
67609,Berztiss,M,58305,9999-01-01
67742,Hasham,M,41346,9999-01-01
67761,Rothe,F,40000,9999-01-01
67613,Andreotta,M,44582,9999-01-01
67767,Demos,M,40000,9999-01-01
67774,Fabrizio,M,40000,9999-01-01
67624,Luks,F,40000,9999-01-01
67779,Welham,M,70776,9999-01-01
67782,Luga,M,47724,9999-01-01
67632,Schusler,M,40000,9999-01-01
67797,Azuma,F,40000,9999-01-01
67804,Vesel,F,62747,9999-01-01
67640,Glinert,M,40000,9999-01-01
67807,Ramalingam,F,53000,9999-01-01
67812,Reinhart,M,40000,9999-01-01
67815,Coney,M,47975,9999-01-01
67653,Rathonyi,F,49386,9999-01-01
67820,Colorni,F,50975,9999-01-01
67823,Muhlberg,M,55990,9999-01-01
67826,Detkin,M,62803,9999-01-01
67660,Pena,M,85785,9999-01-01
67833,Iivonen,F,66291,9999-01-01
67835,Luft,M,58660,9999-01-01
67837,Heyers,M,64453,9999-01-01
67667,Butterworth,F,40000,9999-01-01
67845,Back,M,70932,9999-01-01
67848,Litzkow,M,40000,9999-01-01
67853,Perl,M,40000,9999-01-01
67675,Schiper,M,42889,9999-01-01
67862,Brizzi,M,75455,9999-01-01
67682,Ozeri,M,47969,9999-01-01
67879,Michaels,M,40000,9999-01-01
67683,Linares,M,44038,9999-01-01
67885,Suermann,M,40000,9999-01-01
67684,Pintelas,M,40000,9999-01-01
67896,Guardalben,F,47155,9999-01-01
67686,Junet,F,64939,9999-01-01
67701,Herbst,F,40000,9999-01-01
67709,Attimonelli,F,49191,9999-01-01
68110,Erni,F,40000,9999-01-01
67929,Iisaka,M,40000,9999-01-01
67936,Bardell,F,40000,9999-01-01
67937,Bashian,M,46209,9999-01-01
67948,Berztiss,F,40274,9999-01-01
68123,Rissland,M,80926,9999-01-01
67954,Liedekerke,M,40000,9999-01-01
67962,Stille,F,66312,9999-01-01
67967,Stille,M,40000,9999-01-01
67968,Narahara,M,49587,9999-01-01
67983,Heusch,M,40912,9999-01-01
67989,Schwaller,M,67666,9999-01-01
67994,Paludetto,M,56017,9999-01-01
67999,Herber,M,101561,9999-01-01
68001,Panwar,F,40000,9999-01-01
68003,Ratzlaff,M,40000,9999-01-01
68005,Montresor,M,56329,9999-01-01
68010,Tsunoo,F,40000,9999-01-01
68028,Syang,M,72953,9999-01-01
68055,Jansen,M,52916,9999-01-01
68063,Gide,M,43681,9999-01-01
68124,Gonthier,F,40000,9999-01-01
68138,Poujol,F,40000,9999-01-01
68142,Nishimukai,F,73185,9999-01-01
68293,Mateescu,M,40000,9999-01-01
68147,Zhang,F,40000,9999-01-01
68170,Kavanagh,M,60720,9999-01-01
68313,Ferriere,M,40000,9999-01-01
68321,Harbusch,M,40000,9999-01-01
68173,Litzkow,M,40000,9999-01-01
68350,Speckmann,M,40000,9999-01-01
68179,Nyanchama,M,40000,9999-01-01
68367,Vandervoorde,F,55259,9999-01-01
68199,Litzkow,M,69041,9999-01-01
68381,Hasham,F,57399,9999-01-01
68218,Renear,M,40000,9999-01-01
68407,Peternell,M,80397,9999-01-01
68233,Penz,F,40000,9999-01-01
68432,Staylopatis,F,90197,9999-01-01
68433,Wossner,M,75598,9999-01-01
68236,Farrow,F,48666,9999-01-01
68454,Kampfer,F,40000,9999-01-01
68245,Ramamoorthy,M,42009,9999-01-01
68258,Acton,F,40000,9999-01-01
68269,Falster,M,57111,9999-01-01
68673,Bale,M,40000,9999-01-01
68478,Plotkin,M,40000,9999-01-01
68499,Bael,M,74774,9999-01-01
68500,Stellhorn,M,48903,9999-01-01
68508,Swist,M,40000,9999-01-01
68528,Ghalwash,F,43894,9999-01-01
68679,Dredge,M,40000,9999-01-01
68536,Perly,M,53192,9999-01-01
68538,Velasco,M,78262,9999-01-01
68542,Pollacia,F,40000,9999-01-01
68690,Juneja,F,41653,9999-01-01
68550,Perin,F,56706,9999-01-01
68552,Gronowski,F,40000,9999-01-01
68692,Monarch,M,40783,9999-01-01
68568,Raney,M,47903,9999-01-01
68699,Baby,F,46009,9999-01-01
68570,Alvarado,F,40000,9999-01-01
68578,Baranowski,M,49093,9999-01-01
68705,Ferretti,F,66448,9999-01-01
68585,Bail,F,46172,9999-01-01
68709,Zaccaria,M,40000,9999-01-01
68596,Penz,M,40000,9999-01-01
68599,Zucker,M,79116,9999-01-01
68603,Rusterholz,M,76040,9999-01-01
68714,Nishimukai,F,51121,9999-01-01
68604,Dymetman,M,71311,9999-01-01
68607,Zallocco,F,58750,9999-01-01
68717,Chenoweth,M,42754,9999-01-01
68626,Schrift,M,40000,9999-01-01
68744,Spelt,M,45303,9999-01-01
68642,Jumpertz,M,58286,9999-01-01
68747,Binkley,M,40000,9999-01-01
68756,Syang,M,40000,9999-01-01
68761,Zuberek,M,56609,9999-01-01
68769,Akaboshi,M,65192,9999-01-01
68839,Famili,M,65014,9999-01-01
68840,Nourani,M,40205,9999-01-01
68843,Kalafatis,F,65079,9999-01-01
68770,Lunn,F,40000,9999-01-01
68773,Isaac,M,51685,9999-01-01
68862,Schonegge,F,40000,9999-01-01
68780,Itschner,M,40000,9999-01-01
68872,Munro,F,59621,9999-01-01
68788,Kaiser,M,50886,9999-01-01
68880,Assaf,M,88365,9999-01-01
68890,Baer,M,94575,9999-01-01
68798,Murtagh,F,40000,9999-01-01
68895,Senzako,M,42830,9999-01-01
68900,Sevcikova,M,40000,9999-01-01
68901,Gilg,M,40000,9999-01-01
68801,Ramsay,M,40000,9999-01-01
68909,Rajcani,M,40000,9999-01-01
68910,Maccarone,M,79321,9999-01-01
68911,Ratzlaff,M,55613,9999-01-01
68913,Seuren,M,40000,9999-01-01
68808,Beerel,M,40000,9999-01-01
68914,Hebert,M,43813,9999-01-01
68917,Peot,F,52764,9999-01-01
68919,Aamodt,F,40000,9999-01-01
68809,Menhardt,F,62793,9999-01-01
69019,Rothenberg,M,66458,9999-01-01
68940,Garrabrants,F,63903,9999-01-01
68947,Bergere,M,74667,9999-01-01
68951,Leppanen,F,73533,9999-01-01
68964,Francisci,M,60946,9999-01-01
68966,Carrera,F,49407,9999-01-01
69020,Masaki,F,49799,9999-01-01
68978,Dalton,M,40000,9999-01-01
69022,Benzmuller,M,67026,9999-01-01
69027,Gihr,M,53717,9999-01-01
68998,Serra,M,40000,9999-01-01
69007,McAffer,M,48782,9999-01-01
69032,Mawatari,M,51396,9999-01-01
69014,Chenney,F,43889,9999-01-01
69050,Anily,F,68511,9999-01-01
69064,Babb,M,40445,9999-01-01
69084,Thisen,M,55971,9999-01-01
69206,Melichar,M,40000,9999-01-01
69217,Brandsma,F,66959,9999-01-01
69092,Denna,F,40000,9999-01-01
69222,Llado,M,43906,9999-01-01
69226,Wursthorn,F,40000,9999-01-01
69228,Shimshoni,F,48344,9999-01-01
69230,Pews,F,56164,9999-01-01
69118,Lakshmanan,M,63488,9999-01-01
69246,Maksimenko,M,56083,9999-01-01
69263,Iisaku,F,53738,9999-01-01
69122,Templeman,M,40000,9999-01-01
69271,Zyda,M,61650,9999-01-01
69131,Hebert,F,40545,9999-01-01
69287,Luders,M,40000,9999-01-01
69136,Busillo,F,52907,9999-01-01
69297,Range,M,57158,9999-01-01
69166,Chiodo,F,45681,9999-01-01
69316,Radhakrishnan,M,40000,9999-01-01
69325,Dredge,F,40000,9999-01-01
69333,Zirintsis,M,47935,9999-01-01
69173,Adachi,F,40000,9999-01-01
69177,Marchegay,F,47059,9999-01-01
69355,Borovoy,F,63416,9999-01-01
69360,Hanratty,F,45273,9999-01-01
69181,Schiper,M,71449,9999-01-01
69366,Schrift,F,52943,9999-01-01
69578,Sewelson,F,94930,9999-01-01
69582,Hofstetter,F,40000,9999-01-01
69387,Mitsuhashi,F,40457,9999-01-01
69598,Hofstetter,F,55656,9999-01-01
69405,Heping,F,40000,9999-01-01
69418,Steinauer,F,51844,9999-01-01
69601,Lieblein,M,50927,9999-01-01
69421,Clemencon,M,45226,9999-01-01
69425,Orsini,F,45817,9999-01-01
69428,Shimshoni,F,41115,9999-01-01
69602,Litzkow,F,42211,9999-01-01
69607,Parhami,M,40000,9999-01-01
69445,Puppo,F,54958,9999-01-01
69446,Melter,M,57776,9999-01-01
69455,Nastansky,F,51196,9999-01-01
69493,Greibach,M,63607,9999-01-01
69506,Cappelletti,M,41165,9999-01-01
69507,Weedon,F,78294,9999-01-01
69524,Vrecion,M,40000,9999-01-01
69544,Falster,M,54478,9999-01-01
69555,Sabnani,F,74734,9999-01-01
69562,Haumacher,M,48325,9999-01-01
69570,Reinhart,M,52654,9999-01-01
69613,Tsukuda,M,56822,9999-01-01
69621,Takkinen,M,46624,9999-01-01
69758,Yurov,M,40000,9999-01-01
69625,Taneja,F,85397,9999-01-01
69767,Glowinski,F,40000,9999-01-01
69771,Ibel,M,48930,9999-01-01
69773,Kisuki,F,62452,9999-01-01
69632,Nations,F,51890,9999-01-01
69790,Leslie,M,47137,9999-01-01
69635,Garrabrants,M,40000,9999-01-01
69637,Basart,M,60389,9999-01-01
69807,Emmerich,M,49668,9999-01-01
69639,Picci,F,40000,9999-01-01
69821,Birdsall,M,63360,9999-01-01
69647,Pileggi,M,64210,9999-01-01
69829,Koprowski,M,60061,9999-01-01
69835,Birdsall,M,40000,9999-01-01
69651,Decaestecker,F,53583,9999-01-01
69845,Tanemo,M,40915,9999-01-01
69652,Oehlmann,M,44365,9999-01-01
69654,Hofman,M,61823,9999-01-01
69665,Fioravanti,M,94554,9999-01-01
69874,Menyhert,F,48291,9999-01-01
69670,Limongiello,M,40000,9999-01-01
69888,Speel,F,61912,9999-01-01
69676,Henseler,F,46754,9999-01-01
69897,Kamber,M,69176,9999-01-01
69682,Siksek,M,40000,9999-01-01
69687,Minakawa,F,40000,9999-01-01
69928,Nourani,M,40000,9999-01-01
69932,Stenning,M,60208,9999-01-01
69688,Skogmar,M,41985,9999-01-01
69940,Mattern,M,55119,9999-01-01
69697,Nourani,M,52198,9999-01-01
69714,Kavvadias,F,56682,9999-01-01
69717,Gecsei,F,64475,9999-01-01
69946,Varker,F,59124,9999-01-01
69732,Maraist,M,60850,9999-01-01
69960,Sooriamurthi,F,60283,9999-01-01
69737,Conta,M,40000,9999-01-01
69982,Lindqvist,M,64773,9999-01-01
69987,Collette,M,48372,9999-01-01
70132,Manders,M,95614,9999-01-01
69993,Silva,F,92674,9999-01-01
70004,VanScheik,M,40000,9999-01-01
70023,Plotkin,F,55500,9999-01-01
70027,Schieder,M,68244,9999-01-01
70032,Oppitz,M,40000,9999-01-01
70146,Atrawala,M,40000,9999-01-01
